week_date,rank,song_title,artist_name,weeks_on_chart,peak_rank,previous_week_rank
2025-06-10,27,20 Cigarettes,Morgan Wallen,3,20,23
2025-06-10,28,30 For 30,SZA With Kendrick Lamar,24,10,31
2025-06-10,29,Messy,Lola Young,27,14,27
2025-06-10,30,Weren't For The Wind,Ella Langley,18,30,34
2025-06-10,31,Timeless,The Weeknd & Playboi Carti,36,3,28
2025-06-10,32,Sorry I'm Here For Someone Else,Benson Boone,14,30,30
2025-06-10,33,Just Keep Watching,Tate McRae,1,33,0
2025-06-10,34,Am I Okay?,Megan Moroney,39,34,40
2025-06-10,35,Mystical Magical,Benson Boone,6,35,42
2025-06-10,36,Love Me Not,Ravyn Lenae,10,36,37
2025-06-10,37,That's So True,Gracie Abrams,33,6,33
2025-06-10,38,Back To Friends,sombr,10,36,36
2025-06-10,39,No One Noticed,The Marias,36,22,39
2025-06-10,40,TV Off,Kendrick Lamar Featuring Lefty Gunplay,28,2,38
2025-06-10,41,Burning Blue,Mariah The Scientist,5,25,35
2025-06-10,42,Abracadabra,Lady Gaga,18,13,41
2025-06-10,43,TN,Morgan Wallen,3,31,48
2025-06-10,44,Good News,Shaboozey,28,34,46
2025-06-10,45,Bloodline,Alex Warren With Jelly Roll,2,32,32
2025-06-10,46,Cry For Me,The Weeknd,18,12,47
2025-06-10,47,Squabble Up,Kendrick Lamar,28,1,43
2025-06-10,48,Wildflower,Billie Eilish,51,17,44
2025-06-10,49,Dark Til Daylight,Morgan Wallen,3,49,49
2025-06-10,50,OWA OWA,Lil Tecca,1,50,0
2025-06-17,1,Manchild,Sabrina Carpenter,1,1,0
2025-06-17,2,Ordinary,Alex Warren,18,1,1
2025-06-17,3,What I Want,Morgan Wallen Featuring Tate McRae,4,1,2
2025-06-17,4,Just In Case,Morgan Wallen,12,2,3
2025-06-17,5,Luther,Kendrick Lamar & SZA,29,1,4
2025-06-17,6,I'm The Problem,Morgan Wallen,19,2,5
2025-06-17,7,A Bar Song (Tipsy),Shaboozey,61,1,6
2025-06-17,8,Die With A Smile,Lady Gaga & Bruno Mars,43,1,7
2025-06-17,9,Lose Control,Teddy Swims,95,1,8
2025-06-17,10,Beautiful Things,Benson Boone,72,2,9
2025-06-17,11,Pink Pony Club,Chappell Roan,52,4,12
2025-06-17,12,Nokia,Drake,17,2,10
2025-06-17,13,Anxiety,Doechii,14,9,11
2025-06-17,14,Mutt,Leon Thomas,19,13,14
2025-06-17,15,I Had Some Help,Post Malone Featuring Morgan Wallen,57,1,15
2025-06-17,16,Birds Of A Feather,Billie Eilish,56,2,13
2025-06-17,17,Espresso,Sabrina Carpenter,61,3,20
2025-06-17,18,Blue Strips,Jessie Murph,9,15,16
2025-06-17,19,All The Way,BigXthaPlug Featuring Bailey Zimmerman,10,4,18
2025-06-17,20,Worst Way,Riley Green,22,20,23
2025-06-17,21,I Got Better,Morgan Wallen,4,7,17
2025-06-17,22,Love Somebody,Morgan Wallen,34,1,19
2025-06-17,23,Love Me Not,Ravyn Lenae,11,23,36
2025-06-17,24,APT.,ROSE & Bruno Mars,34,3,24
2025-06-17,25,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,8,8,21
2025-06-17,26,30 For 30,SZA With Kendrick Lamar,25,10,28
2025-06-17,27,Sports Car,Tate McRae,20,16,22
2025-06-17,28,Weren't For The Wind,Ella Langley,19,28,30
2025-06-17,29,20 Cigarettes,Morgan Wallen,4,20,27
2025-06-17,30,Mystical Magical,Benson Boone,7,30,35
2025-06-17,31,Sorry I'm Here For Someone Else,Benson Boone,15,30,32
2025-06-17,32,Back To Friends,sombr,11,32,38
2025-06-17,33,Timeless,The Weeknd & Playboi Carti,37,3,31
2025-06-17,34,Undressed,sombr,10,25,25
2025-06-17,35,That's So True,Gracie Abrams,34,6,37
2025-06-17,36,Hip-Hop,Lil Wayne & BigXthaPlug Featuring Jay Jones,1,36,0
2025-06-17,37,Messy,Lola Young,28,14,29
2025-06-17,38,Superman,Morgan Wallen,5,8,26
2025-06-17,39,Good News,Shaboozey,29,34,44
2025-06-17,40,Burning Blue,Mariah The Scientist,6,25,41
2025-06-17,41,Abracadabra,Lady Gaga,19,13,42
2025-06-17,42,Typa,GloRilla,1,42,0
2025-06-17,43,TV Off,Kendrick Lamar Featuring Lefty Gunplay,29,2,40
2025-06-17,44,Wildflower,Billie Eilish,52,17,48
2025-06-17,45,Am I Okay?,Megan Moroney,40,34,34
2025-06-17,46,Cry For Me,The Weeknd,19,12,46
2025-06-17,47,No One Noticed,The Marias,37,22,39
2025-06-17,48,Backup Plan,Bailey Zimmerman & Luke Combs,6,36,52
2025-06-17,49,Happen To Me,Russell Dickerson,8,49,54
2025-06-17,50,Squabble Up,Kendrick Lamar,29,1,47
2025-06-24,1,Ordinary,Alex Warren,19,1,2
2025-06-24,2,Manchild,Sabrina Carpenter,2,1,1
2025-06-24,3,What I Want,Morgan Wallen Featuring Tate McRae,5,1,3
2025-06-24,4,Just In Case,Morgan Wallen,13,2,4
2025-06-24,5,Luther,Kendrick Lamar & SZA,30,1,5
2025-06-24,6,I'm The Problem,Morgan Wallen,20,2,6
2025-06-24,7,A Bar Song (Tipsy),Shaboozey,62,1,7
2025-06-24,8,Die With A Smile,Lady Gaga & Bruno Mars,44,1,8
2025-06-24,9,Lose Control,Teddy Swims,96,1,9
2025-06-24,10,Beautiful Things,Benson Boone,73,2,10
2025-06-24,11,Pink Pony Club,Chappell Roan,53,4,11
2025-06-24,12,Mutt,Leon Thomas,20,12,14
2025-06-24,13,I Had Some Help,Post Malone Featuring Morgan Wallen,58,1,15
2025-06-24,14,Nokia,Drake,18,2,12
2025-06-24,15,Birds Of A Feather,Billie Eilish,57,2,16
2025-06-24,16,Espresso,Sabrina Carpenter,62,3,17
2025-06-24,17,Love Me Not,Ravyn Lenae,12,17,23
2025-06-24,18,Anxiety,Doechii,15,9,13
2025-06-24,19,All The Way,BigXthaPlug Featuring Bailey Zimmerman,11,4,19
2025-06-24,20,Blue Strips,Jessie Murph,10,15,18
2025-06-24,21,Worst Way,Riley Green,23,20,20
2025-06-24,22,Love Somebody,Morgan Wallen,35,1,22
2025-06-24,23,Weren't For The Wind,Ella Langley,20,23,28
2025-06-24,24,30 For 30,SZA With Kendrick Lamar,26,10,26
2025-06-24,25,APT.,ROSE & Bruno Mars,35,3,24
2025-06-24,26,I Got Better,Morgan Wallen,5,7,21
2025-06-24,27,Sorry I'm Here For Someone Else,Benson Boone,16,27,31
2025-06-24,28,Mystical Magical,Benson Boone,8,28,30
2025-06-24,29,Undressed,sombr,11,25,34
2025-06-24,30,Good News,Shaboozey,30,30,39
2025-06-24,31,Back To Friends,sombr,12,31,32
2025-06-24,32,20 Cigarettes,Morgan Wallen,5,20,29
2025-06-24,33,Sports Car,Tate McRae,21,16,27
2025-06-24,34,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,9,8,25
2025-06-24,35,That's So True,Gracie Abrams,35,6,35
2025-06-24,36,Timeless,The Weeknd & Playboi Carti,38,3,33
2025-06-24,37,Burning Blue,Mariah The Scientist,7,25,40
2025-06-24,38,Dark Thoughts,Lil Tecca,14,28,63
2025-06-24,39,Messy,Lola Young,29,14,37
2025-06-24,40,Killin' It Girl,J-Hope & GloRilla,1,40,0
2025-06-24,41,Superman,Morgan Wallen,6,8,38
2025-06-24,42,Abracadabra,Lady Gaga,20,13,41
2025-06-24,43,TV Off,Kendrick Lamar Featuring Lefty Gunplay,30,2,43
2025-06-24,44,Wildflower,Billie Eilish,53,17,44
2025-06-24,45,Backup Plan,Bailey Zimmerman & Luke Combs,7,36,48
2025-06-24,46,No One Noticed,The Marias,38,22,47
2025-06-24,47,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",5,47,55
2025-06-24,48,Cry For Me,The Weeknd,20,12,46
2025-06-24,49,Squabble Up,Kendrick Lamar,30,1,50
2025-06-24,50,Happen To Me,Russell Dickerson,9,49,49
2025-07-01,1,Ordinary,Alex Warren,20,1,1
2025-07-01,2,What I Want,Morgan Wallen Featuring Tate McRae,6,1,3
2025-07-01,3,Manchild,Sabrina Carpenter,3,1,2
2025-07-01,4,Just In Case,Morgan Wallen,14,2,4
2025-07-01,5,I'm The Problem,Morgan Wallen,21,2,6
2025-07-01,6,Luther,Kendrick Lamar & SZA,31,1,5
2025-07-01,7,A Bar Song (Tipsy),Shaboozey,63,1,7
2025-07-01,8,Die With A Smile,Lady Gaga & Bruno Mars,45,1,8
2025-07-01,9,Lose Control,Teddy Swims,97,1,9
2025-07-01,10,Outside,Cardi B,1,10,0
2025-07-01,11,Pink Pony Club,Chappell Roan,54,4,11
2025-07-01,12,Beautiful Things,Benson Boone,74,2,10
2025-07-01,13,I Had Some Help,Post Malone Featuring Morgan Wallen,59,1,13
2025-07-01,14,Love Me Not,Ravyn Lenae,13,14,17
2025-07-01,15,Mutt,Leon Thomas,21,12,12
2025-07-01,16,Nokia,Drake,19,2,14
2025-07-01,17,Birds Of A Feather,Billie Eilish,58,2,15
2025-07-01,18,Espresso,Sabrina Carpenter,63,3,16
2025-07-01,19,Sorry I'm Here For Someone Else,Benson Boone,17,19,27
2025-07-01,20,I Got Better,Morgan Wallen,6,7,26
2025-07-01,21,Mystical Magical,Benson Boone,9,21,28
2025-07-01,22,Worst Way,Riley Green,24,20,21
2025-07-01,23,All The Way,BigXthaPlug Featuring Bailey Zimmerman,12,4,19
2025-07-01,24,Anxiety,Doechii,16,9,18
2025-07-01,25,Blue Strips,Jessie Murph,11,15,20
2025-07-01,26,Love Somebody,Morgan Wallen,36,1,22
2025-07-01,27,Weren't For The Wind,Ella Langley,21,23,23
2025-07-01,28,APT.,ROSE & Bruno Mars,36,3,25
2025-07-01,29,30 For 30,SZA With Kendrick Lamar,27,10,24
2025-07-01,30,6 Months Later,Megan Moroney,1,30,0
2025-07-01,31,Undressed,sombr,12,25,29
2025-07-01,32,Good News,Shaboozey,31,30,30
2025-07-01,33,Back To Friends,sombr,13,31,31
2025-07-01,34,20 Cigarettes,Morgan Wallen,6,20,32
2025-07-01,35,That's So True,Gracie Abrams,36,6,35
2025-07-01,36,Backup Plan,Bailey Zimmerman & Luke Combs,8,36,45
2025-07-01,37,Timeless,The Weeknd & Playboi Carti,39,3,36
2025-07-01,38,Burning Blue,Mariah The Scientist,8,25,37
2025-07-01,39,Messy,Lola Young,30,14,39
2025-07-01,40,Sports Car,Tate McRae,22,16,33
2025-07-01,41,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,10,8,34
2025-07-01,42,Superman,Morgan Wallen,7,8,41
2025-07-01,43,Wildflower,Billie Eilish,54,17,44
2025-07-01,44,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",6,44,47
2025-07-01,45,No One Noticed,The Marias,39,22,46
2025-07-01,46,TV Off,Kendrick Lamar Featuring Lefty Gunplay,31,2,43
2025-07-01,47,After All The Bars Are Closed,Thomas Rhett,9,47,53
2025-07-01,48,Dark Thoughts,Lil Tecca,15,28,38
2025-07-01,49,Cry For Me,The Weeknd,21,12,48
2025-07-01,50,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain",19,30,54
2025-07-08,1,Ordinary,Alex Warren,21,1,1
2025-07-08,2,What I Want,Morgan Wallen Featuring Tate McRae,7,1,2
2025-07-08,3,Just In Case,Morgan Wallen,15,2,4
2025-07-08,4,A Bar Song (Tipsy),Shaboozey,64,1,7
2025-07-08,5,I'm The Problem,Morgan Wallen,22,2,5
2025-07-08,6,Luther,Kendrick Lamar & SZA,32,1,6
2025-07-08,7,Manchild,Sabrina Carpenter,4,1,3
2025-07-08,8,Lose Control,Teddy Swims,98,1,9
2025-07-08,9,Die With A Smile,Lady Gaga & Bruno Mars,46,1,8
2025-07-08,10,Pink Pony Club,Chappell Roan,55,4,11
2025-07-08,11,Beautiful Things,Benson Boone,75,2,12
2025-07-08,12,Love Me Not,Ravyn Lenae,14,12,14
2025-07-08,13,I Had Some Help,Post Malone Featuring Morgan Wallen,60,1,13
2025-07-08,14,Mutt,Leon Thomas,22,12,15
2025-07-08,15,Birds Of A Feather,Billie Eilish,59,2,17
2025-07-08,16,Espresso,Sabrina Carpenter,64,3,18
2025-07-08,17,Mystical Magical,Benson Boone,10,17,21
2025-07-08,18,Weren't For The Wind,Ella Langley,22,18,27
2025-07-08,19,All The Way,BigXthaPlug Featuring Bailey Zimmerman,13,4,23
2025-07-08,20,Nokia,Drake,20,2,16
2025-07-08,21,I Got Better,Morgan Wallen,7,7,20
2025-07-08,22,Sorry I'm Here For Someone Else,Benson Boone,18,19,19
2025-07-08,23,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",2,23,81
2025-07-08,24,Blue Strips,Jessie Murph,12,15,25
2025-07-08,25,Anxiety,Doechii,17,9,24
2025-07-08,26,Outside,Cardi B,2,10,10
2025-07-08,27,APT.,ROSE & Bruno Mars,37,3,28
2025-07-08,28,Worst Way,Riley Green,25,20,22
2025-07-08,29,Good News,Shaboozey,32,29,32
2025-07-08,30,Love Somebody,Morgan Wallen,37,1,26
2025-07-08,31,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",2,31,77
2025-07-08,32,30 For 30,SZA With Kendrick Lamar,28,10,29
2025-07-08,33,Undressed,sombr,13,25,31
2025-07-08,34,Back To Friends,sombr,14,31,33
2025-07-08,35,Backup Plan,Bailey Zimmerman & Luke Combs,9,35,36
2025-07-08,36,That's So True,Gracie Abrams,37,6,35
2025-07-08,37,20 Cigarettes,Morgan Wallen,7,20,34
2025-07-08,38,Timeless,The Weeknd & Playboi Carti,40,3,37
2025-07-08,39,Burning Blue,Mariah The Scientist,9,25,38
2025-07-08,40,6 Months Later,Megan Moroney,2,30,30
2025-07-08,41,Messy,Lola Young,31,14,39
2025-07-08,42,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",1,42,0
2025-07-08,43,The Giver,Chappell Roan,8,5,0
2025-07-08,44,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",7,44,44
2025-07-08,45,After All The Bars Are Closed,Thomas Rhett,10,45,47
2025-07-08,46,Just Keep Watching,Tate McRae,5,33,55
2025-07-08,47,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,11,8,41
2025-07-08,48,Sports Car,Tate McRae,23,16,40
2025-07-08,49,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",1,49,0
2025-07-08,50,No One Noticed,The Marias,40,22,45
2025-07-15,1,Ordinary,Alex Warren,22,1,1
2025-07-15,2,What Did I Miss?,Drake,1,2,0
2025-07-15,3,What I Want,Morgan Wallen Featuring Tate McRae,8,1,2
2025-07-15,4,Just In Case,Morgan Wallen,16,2,3
2025-07-15,5,A Bar Song (Tipsy),Shaboozey,65,1,4
2025-07-15,6,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",3,6,23
2025-07-15,7,Luther,Kendrick Lamar & SZA,33,1,6
2025-07-15,8,I'm The Problem,Morgan Wallen,23,2,5
2025-07-15,9,Lose Control,Teddy Swims,99,1,8
2025-07-15,10,Die With A Smile,Lady Gaga & Bruno Mars,47,1,9
2025-07-15,11,Manchild,Sabrina Carpenter,5,1,7
2025-07-15,12,Love Me Not,Ravyn Lenae,15,12,12
2025-07-15,13,Pink Pony Club,Chappell Roan,56,4,10
2025-07-15,14,I Had Some Help,Post Malone Featuring Morgan Wallen,61,1,13
2025-07-15,15,Beautiful Things,Benson Boone,76,2,11
2025-07-15,16,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",3,16,31
2025-07-15,17,Mutt,Leon Thomas,23,12,14
2025-07-15,18,Birds Of A Feather,Billie Eilish,60,2,15
2025-07-15,19,Espresso,Sabrina Carpenter,65,3,16
2025-07-15,20,Mystical Magical,Benson Boone,11,17,17
2025-07-15,21,Nokia,Drake,21,2,20
2025-07-15,22,Sorry I'm Here For Someone Else,Benson Boone,19,19,22
2025-07-15,23,I Got Better,Morgan Wallen,8,7,21
2025-07-15,24,All The Way,BigXthaPlug Featuring Bailey Zimmerman,14,4,19
2025-07-15,25,Weren't For The Wind,Ella Langley,23,18,18
2025-07-15,26,Good News,Shaboozey,33,26,29
2025-07-15,27,Blue Strips,Jessie Murph,13,15,24
2025-07-15,28,Anxiety,Doechii,18,9,25
2025-07-15,29,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",2,29,42
2025-07-15,30,APT.,ROSE & Bruno Mars,38,3,27
2025-07-15,31,"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,21,25,0
2025-07-15,32,Undressed,sombr,14,25,33
2025-07-15,33,Worst Way,Riley Green,26,20,28
2025-07-15,34,Back To Friends,sombr,15,31,34
2025-07-15,35,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",2,35,49
2025-07-15,36,30 For 30,SZA With Kendrick Lamar,29,10,32
2025-07-15,37,Backup Plan,Bailey Zimmerman & Luke Combs,10,35,35
2025-07-15,38,Love Somebody,Morgan Wallen,38,1,30
2025-07-15,39,Outside,Cardi B,3,10,26
2025-07-15,40,Burning Blue,Mariah The Scientist,10,25,39
2025-07-15,41,Free,Rumi & JINU: EJAE & Andrew Choi,2,41,58
2025-07-15,42,That's So True,Gracie Abrams,38,6,36
2025-07-15,43,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",2,43,55
2025-07-15,44,After All The Bars Are Closed,Thomas Rhett,11,44,45
2025-07-15,45,Timeless,The Weeknd & Playboi Carti,41,3,38
2025-07-15,46,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",8,44,44
2025-07-15,47,Messy,Lola Young,32,14,41
2025-07-15,48,6 Months Later,Megan Moroney,3,30,40
2025-07-15,49,20 Cigarettes,Morgan Wallen,8,20,37
2025-07-15,50,No One Noticed,The Marias,41,22,50
2025-07-22,1,Ordinary,Alex Warren,23,1,1
2025-07-22,2,Daisies,Justin Bieber,1,2,0
2025-07-22,3,What I Want,Morgan Wallen Featuring Tate McRae,9,1,3
2025-07-22,4,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",4,4,6
2025-07-22,5,Just In Case,Morgan Wallen,17,2,4
2025-07-22,6,A Bar Song (Tipsy),Shaboozey,66,1,5
2025-07-22,7,Love Me Not,Ravyn Lenae,16,7,12
2025-07-22,8,What Did I Miss?,Drake,2,2,2
2025-07-22,9,Lose Control,Teddy Swims,100,1,9
2025-07-22,10,Die With A Smile,Lady Gaga & Bruno Mars,48,1,10
2025-07-22,11,Luther,Kendrick Lamar & SZA,34,1,7
2025-07-22,12,I'm The Problem,Morgan Wallen,24,2,8
2025-07-22,13,Manchild,Sabrina Carpenter,6,1,11
2025-07-22,14,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",4,14,16
2025-07-22,15,Pink Pony Club,Chappell Roan,57,4,13
2025-07-22,16,Beautiful Things,Benson Boone,77,2,15
2025-07-22,17,Yukon,Justin Bieber,1,17,0
2025-07-22,18,Go Baby,Justin Bieber,1,18,0
2025-07-22,19,I Had Some Help,Post Malone Featuring Morgan Wallen,62,1,14
2025-07-22,20,Mutt,Leon Thomas,24,12,17
2025-07-22,21,All I Can Take,Justin Bieber,1,21,0
2025-07-22,22,Birds Of A Feather,Billie Eilish,61,2,18
2025-07-22,23,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",3,23,29
2025-07-22,24,Good News,Shaboozey,34,24,26
2025-07-22,25,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",3,25,35
2025-07-22,26,Mystical Magical,Benson Boone,12,17,20
2025-07-22,27,I Got Better,Morgan Wallen,9,7,23
2025-07-22,28,Jump,BLACKPINK,1,28,0
2025-07-22,29,All The Way,BigXthaPlug Featuring Bailey Zimmerman,15,4,24
2025-07-22,30,Sorry I'm Here For Someone Else,Benson Boone,20,19,22
2025-07-22,31,Nokia,Drake,22,2,21
2025-07-22,32,Blue Strips,Jessie Murph,14,15,27
2025-07-22,33,Way It Is,Justin Bieber & Gunna,1,33,0
2025-07-22,34,Undressed,sombr,15,25,32
2025-07-22,35,Things You Do,Justin Bieber,1,35,0
2025-07-22,36,Worst Way,Riley Green,27,20,33
2025-07-22,37,Walking Away,Justin Bieber,1,37,0
2025-07-22,38,Back To Friends,sombr,16,31,34
2025-07-22,39,Anxiety,Doechii,19,9,28
2025-07-22,40,APT.,ROSE & Bruno Mars,39,3,30
2025-07-22,41,Free,Rumi & JINU: EJAE & Andrew Choi,3,41,41
2025-07-22,42,Chains & Whips,Clipse Featuring Kendrick Lamar,1,42,0
2025-07-22,43,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",3,43,43
2025-07-22,44,Backup Plan,Bailey Zimmerman & Luke Combs,11,35,37
2025-07-22,45,Weren't For The Wind,Ella Langley,24,18,25
2025-07-22,46,30 For 30,SZA With Kendrick Lamar,30,10,36
2025-07-22,47,Burning Blue,Mariah The Scientist,11,25,40
2025-07-22,48,Love Somebody,Morgan Wallen,39,1,38
2025-07-22,49,Butterflies,Justin Bieber,1,49,0
2025-07-22,50,Kick Out,Travis Scott,1,50,0
2025-07-29,1,Ordinary,Alex Warren,24,1,1
2025-07-29,2,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",5,2,4
2025-07-29,3,Daisies,Justin Bieber,2,2,2
2025-07-29,4,What I Want,Morgan Wallen Featuring Tate McRae,10,1,3
2025-07-29,5,Just In Case,Morgan Wallen,18,2,5
2025-07-29,6,Love Me Not,Ravyn Lenae,17,6,7
2025-07-29,7,Lose Control,Teddy Swims,101,1,9
2025-07-29,8,A Bar Song (Tipsy),Shaboozey,67,1,6
2025-07-29,9,Luther,Kendrick Lamar & SZA,35,1,11
2025-07-29,10,Die With A Smile,Lady Gaga & Bruno Mars,49,1,10
2025-07-29,11,I'm The Problem,Morgan Wallen,25,2,12
2025-07-29,12,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",5,12,14
2025-07-29,13,Manchild,Sabrina Carpenter,7,1,13
2025-07-29,14,Beautiful Things,Benson Boone,78,2,16
2025-07-29,15,Pink Pony Club,Chappell Roan,58,4,15
2025-07-29,16,Eternity,Alex Warren,1,16,0
2025-07-29,17,I Had Some Help,Post Malone Featuring Morgan Wallen,63,1,19
2025-07-29,18,Birds Of A Feather,Billie Eilish,62,2,22
2025-07-29,19,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",4,19,23
2025-07-29,20,Mutt,Leon Thomas,25,12,20
2025-07-29,21,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",4,21,25
2025-07-29,22,Good News,Shaboozey,35,22,24
2025-07-29,23,What Did I Miss?,Drake,3,2,8
2025-07-29,24,Mystical Magical,Benson Boone,13,17,26
2025-07-29,25,I Got Better,Morgan Wallen,10,7,27
2025-07-29,26,Blue Strips,Jessie Murph,15,15,32
2025-07-29,27,All The Way,BigXthaPlug Featuring Bailey Zimmerman,16,4,29
2025-07-29,28,Sorry I'm Here For Someone Else,Benson Boone,21,19,30
2025-07-29,29,Undressed,sombr,16,25,34
2025-07-29,30,Free,Rumi & JINU: EJAE & Andrew Choi,4,30,41
2025-07-29,31,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",4,31,43
2025-07-29,32,Nokia,Drake,23,2,31
2025-07-29,33,Big Poe,"Tyler, The Creator Featuring Sk8brd",1,33,0
2025-07-29,34,Backup Plan,Bailey Zimmerman & Luke Combs,12,34,44
2025-07-29,35,APT.,ROSE & Bruno Mars,40,3,40
2025-07-29,36,Burning Blue,Mariah The Scientist,12,25,47
2025-07-29,37,Worst Way,Riley Green,28,20,36
2025-07-29,38,Yukon,Justin Bieber,2,17,17
2025-07-29,39,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",4,39,51
2025-07-29,40,30 For 30,SZA With Kendrick Lamar,31,10,46
2025-07-29,41,Sugar On My Tongue,"Tyler, The Creator",1,41,0
2025-07-29,42,Back To Friends,sombr,17,31,38
2025-07-29,43,Love Somebody,Morgan Wallen,40,1,48
2025-07-29,44,Ring Ring Ring,"Tyler, The Creator",1,44,0
2025-07-29,45,After All The Bars Are Closed,Thomas Rhett,13,44,52
2025-07-29,46,Crazy Train,Ozzy Osbourne,1,46,0
2025-07-29,47,Anxiety,Doechii,20,9,39
2025-07-29,48,Sucka Free,"Tyler, The Creator",1,48,0
2025-07-29,49,"Mama, I'm Coming Home",Ozzy Osbourne,18,28,0
2025-07-29,50,Happen To Me,Russell Dickerson,14,49,64
2025-08-05,1,Ordinary,Alex Warren,25,1,1
2025-08-05,2,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",6,2,2
2025-08-05,3,What I Want,Morgan Wallen Featuring Tate McRae,11,1,4
2025-08-05,4,Daisies,Justin Bieber,3,2,3
2025-08-05,5,Just In Case,Morgan Wallen,19,2,5
2025-08-05,6,Love Me Not,Ravyn Lenae,18,6,6
2025-08-05,7,Lose Control,Teddy Swims,102,1,7
2025-08-05,8,A Bar Song (Tipsy),Shaboozey,68,1,8
2025-08-05,9,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",6,9,12
2025-08-05,10,Die With A Smile,Lady Gaga & Bruno Mars,50,1,10
2025-08-05,11,I'm The Problem,Morgan Wallen,26,2,11
2025-08-05,12,Luther,Kendrick Lamar & SZA,36,1,9
2025-08-05,13,Manchild,Sabrina Carpenter,8,1,13
2025-08-05,14,Pink Pony Club,Chappell Roan,59,4,15
2025-08-05,15,Beautiful Things,Benson Boone,79,2,14
2025-08-05,16,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",5,16,21
2025-08-05,17,Good News,Shaboozey,36,17,22
2025-08-05,18,Mutt,Leon Thomas,26,12,20
2025-08-05,19,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",5,19,19
2025-08-05,20,I Had Some Help,Post Malone Featuring Morgan Wallen,64,1,17
2025-08-05,21,Miami,Morgan Wallen Featuring Lil Wayne & Rick Ross,4,21,0
2025-08-05,22,Birds Of A Feather,Billie Eilish,63,2,18
2025-08-05,23,Which One,Drake & Central Cee,1,23,0
2025-08-05,24,I Got Better,Morgan Wallen,11,7,25
2025-08-05,25,Mystical Magical,Benson Boone,14,17,24
2025-08-05,26,Sorry I'm Here For Someone Else,Benson Boone,22,19,28
2025-08-05,27,All The Way,BigXthaPlug Featuring Bailey Zimmerman,17,4,27
2025-08-05,28,Free,Rumi & JINU: EJAE & Andrew Choi,5,28,30
2025-08-05,29,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",5,29,31
2025-08-05,30,Undressed,sombr,17,25,29
2025-08-05,31,What Did I Miss?,Drake,4,2,23
2025-08-05,32,Back To Friends,sombr,18,31,42
2025-08-05,33,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",5,33,39
2025-08-05,34,Blue Strips,Jessie Murph,16,15,26
2025-08-05,35,Backup Plan,Bailey Zimmerman & Luke Combs,13,34,34
2025-08-05,36,30 For 30,SZA With Kendrick Lamar,32,10,40
2025-08-05,37,Nokia,Drake,24,2,32
2025-08-05,38,Back In The Saddle,Luke Combs,1,38,0
2025-08-05,39,Crazy Train,Ozzy Osbourne,2,39,46
2025-08-05,40,Yukon,Justin Bieber,3,17,38
