week_date,rank,song_title,artist_name,weeks_on_chart,peak_rank,previous_week_rank
2025-11-25,37,Sleigh Ride,The Ronettes,34,8,0
2025-11-25,38,6 Months Later,Megan Moroney,22,30,37
2025-11-25,39,Somewhere Over Laredo,Lainey Wilson,20,39,39
2025-11-25,40,A Holly Jolly Christmas,Burl Ives,46,4,0
2025-11-25,41,No Broke Boys,Disco Lines & Tinashe,19,36,36
2025-11-25,42,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",21,15,32
2025-11-25,43,Happen To Me,Russell Dickerson,31,28,35
2025-11-25,44,Wi$h Li$t,Taylor Swift,7,6,26
2025-11-25,45,wgft,Gunna Featuring Burna Boy,15,40,40
2025-11-25,46,Father Figure,Taylor Swift,7,4,28
2025-11-25,47,Where Is My Husband!,RAYE,8,47,58
2025-11-25,48,Christmas (Baby Please Come Home),Darlene Love,27,15,0
2025-11-25,49,Feliz Navidad,Jose Feliciano,38,6,0
2025-11-25,50,20 Cigarettes,Morgan Wallen,26,20,55
2025-12-02,1,The Fate Of Ophelia,Taylor Swift,8,1,1
2025-12-02,2,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",23,1,2
2025-12-02,3,Ordinary,Alex Warren,42,1,3
2025-12-02,4,Man I Need,Olivia Dean,14,4,4
2025-12-02,5,All I Want For Christmas Is You,Mariah Carey,75,1,8
2025-12-02,6,Last Christmas,Wham!,49,3,11
2025-12-02,7,Rockin' Around The Christmas Tree,Brenda Lee,67,1,13
2025-12-02,8,Jingle Bell Rock,Bobby Helms,64,3,14
2025-12-02,9,Mutt,Leon Thomas,43,6,6
2025-12-02,10,Opalite,Taylor Swift,8,2,5
2025-12-02,11,Choosin' Texas,Ella Langley,6,11,16
2025-12-02,12,Folded,Kehlani,24,7,9
2025-12-02,13,Santa Tell Me,Ariana Grande,32,5,19
2025-12-02,14,Daisies,Justin Bieber,20,2,7
2025-12-02,15,Back To Friends,sombr,35,10,12
2025-12-02,16,I Got Better,Morgan Wallen,28,7,10
2025-12-02,17,It's The Most Wonderful Time Of The Year,Andy Williams,48,5,30
2025-12-02,18,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",52,9,29
2025-12-02,19,Underneath The Tree,Kelly Clarkson,35,9,27
2025-12-02,20,Sleigh Ride,The Ronettes,35,8,37
2025-12-02,21,It's Beginning To Look A Lot Like Christmas,Michael Buble,27,12,32
2025-12-02,22,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,38,7,34
2025-12-02,23,Feliz Navidad,Jose Feliciano,39,6,49
2025-12-02,24,A Holly Jolly Christmas,Burl Ives,47,4,40
2025-12-02,25,Christmas (Baby Please Come Home),Darlene Love,28,15,48
2025-12-02,26,Tit For Tat,Tate McRae,9,3,26
2025-12-02,27,So Easy (To Fall In Love),Olivia Dean,9,18,18
2025-12-02,28,It Depends,Chris Brown Featuring Bryson Tiller,18,16,17
2025-12-02,29,Nobody's Girl,Tate McRae,1,29,0
2025-12-02,30,Manchild,Sabrina Carpenter,25,1,20
2025-12-02,31,Jingle Bells,Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins,19,16,0
2025-12-02,32,Don't Mind If I Do,Riley Green Featuring Ella Langley,17,32,33
2025-12-02,33,Tears,Sabrina Carpenter,13,3,22
2025-12-02,34,White Christmas (1947),Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,40,12,0
2025-12-02,35,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",22,3,21
2025-12-02,36,Somewhere Over Laredo,Lainey Wilson,21,36,39
2025-12-02,37,Where Is My Husband!,RAYE,9,37,47
2025-12-02,38,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,28,12,0
2025-12-02,39,Run Rudolph Run,Chuck Berry,27,10,0
2025-12-02,40,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",23,4,24
2025-12-02,41,Gabriela,KATSEYE,19,31,31
2025-12-02,42,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,25,21,0
2025-12-02,43,For Good,Cynthia Erivo & Ariana Grande,1,43,0
2025-12-02,44,Anything But Love,Tate McRae,1,44,0
2025-12-02,45,Deck The Halls,Nat King Cole,18,16,0
2025-12-02,46,Hell At Night,BigXthaPlug Featuring Ella Langley,16,35,51
2025-12-02,47,wgft,Gunna Featuring Burna Boy,16,40,45
2025-12-02,48,6 Months Later,Megan Moroney,23,30,38
2025-12-02,49,Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,13,20,0
2025-12-02,50,Blue Christmas,Elvis Presley,17,18,0
2025-12-09,1,All I Want For Christmas Is You,Mariah Carey,76,1,5
2025-12-09,2,Last Christmas,Wham!,50,2,6
2025-12-09,3,Rockin' Around The Christmas Tree,Brenda Lee,68,1,7
2025-12-09,4,Jingle Bell Rock,Bobby Helms,65,3,8
2025-12-09,5,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",24,1,2
2025-12-09,6,The Fate Of Ophelia,Taylor Swift,9,1,1
2025-12-09,7,Ordinary,Alex Warren,43,1,3
2025-12-09,8,Santa Tell Me,Ariana Grande,33,5,13
2025-12-09,9,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",53,9,18
2025-12-09,10,It's The Most Wonderful Time Of The Year,Andy Williams,49,5,17
2025-12-09,11,Underneath The Tree,Kelly Clarkson,36,9,19
2025-12-09,12,Man I Need,Olivia Dean,15,4,4
2025-12-09,13,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,39,7,22
2025-12-09,14,It's Beginning To Look A Lot Like Christmas,Michael Buble,28,12,21
2025-12-09,15,Sleigh Ride,The Ronettes,36,8,20
2025-12-09,16,A Holly Jolly Christmas,Burl Ives,48,4,24
2025-12-09,17,Feliz Navidad,Jose Feliciano,40,6,23
2025-12-09,18,Christmas (Baby Please Come Home),Darlene Love,29,15,25
2025-12-09,19,White Christmas (1947),Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,41,12,34
2025-12-09,20,Mutt,Leon Thomas,44,6,9
2025-12-09,21,Jingle Bells,Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins,20,16,31
2025-12-09,22,Run Rudolph Run,Chuck Berry,28,10,39
2025-12-09,23,Back To Friends,sombr,36,10,15
2025-12-09,24,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,29,12,38
2025-12-09,25,Opalite,Taylor Swift,9,2,10
2025-12-09,26,Folded,Kehlani,25,7,12
2025-12-09,27,Choosin' Texas,Ella Langley,7,11,11
2025-12-09,28,Daisies,Justin Bieber,21,2,14
2025-12-09,29,Deck The Halls,Nat King Cole,19,16,45
2025-12-09,30,Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,14,20,49
2025-12-09,31,Blue Christmas,Elvis Presley,18,18,50
2025-12-09,32,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,26,21,42
2025-12-09,33,Wonderful Christmastime,Paul McCartney,17,26,0
2025-12-09,34,Please Come Home For Christmas,Eagles,18,18,0
2025-12-09,35,Like It's Christmas,Jonas Brothers,10,35,0
2025-12-09,36,Holly Jolly Christmas,Michael Buble,2,36,0
2025-12-09,37,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,30,16,0
2025-12-09,38,Christmastime Is Here,Vince Guaraldi Trio,8,31,0
2025-12-09,39,Little Saint Nick,The Beach Boys,12,25,0
2025-12-09,40,"Santa, Can't You Hear Me",Kelly Clarkson & Ariana Grande,5,40,0
2025-12-09,41,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,14,31,0
2025-12-09,42,It Depends,Chris Brown Featuring Bryson Tiller,19,16,28
2025-12-09,43,Merry Christmas,Ed Sheeran & Elton John,9,38,0
2025-12-09,44,Mistletoe,Justin Bieber,15,11,0
2025-12-09,45,Tit For Tat,Tate McRae,10,3,26
2025-12-09,46,Santa Claus Is Comin' To Town,Jackson 5,12,30,0
2025-12-09,47,So Easy (To Fall In Love),Olivia Dean,10,18,27
2025-12-09,48,Baby It's Cold Outside,Dean Martin,3,36,0
2025-12-09,49,Winter Wonderland,Darlene Love,2,48,0
2025-12-09,50,This Christmas,Donny Hathaway,7,34,0
2025-12-16,1,All I Want For Christmas Is You,Mariah Carey,77,1,1
2025-12-16,2,Rockin' Around The Christmas Tree,Brenda Lee,69,1,3
2025-12-16,3,Last Christmas,Wham!,51,2,2
2025-12-16,4,Jingle Bell Rock,Bobby Helms,66,3,4
2025-12-16,5,Santa Tell Me,Ariana Grande,34,5,8
2025-12-16,6,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",25,1,5
2025-12-16,7,The Fate Of Ophelia,Taylor Swift,10,1,6
2025-12-16,8,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",54,8,9
2025-12-16,9,Underneath The Tree,Kelly Clarkson,37,9,11
2025-12-16,10,It's The Most Wonderful Time Of The Year,Andy Williams,50,5,10
2025-12-16,11,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,40,7,13
2025-12-16,12,Ordinary,Alex Warren,44,1,7
2025-12-16,13,It's Beginning To Look A Lot Like Christmas,Michael Buble,29,12,14
2025-12-16,14,Sleigh Ride,The Ronettes,37,8,15
2025-12-16,15,A Holly Jolly Christmas,Burl Ives,49,4,16
2025-12-16,16,Feliz Navidad,Jose Feliciano,41,6,17
2025-12-16,17,Man I Need,Olivia Dean,16,4,12
2025-12-16,18,Christmas (Baby Please Come Home),Darlene Love,30,15,18
2025-12-16,19,White Christmas (1947),Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,42,12,19
2025-12-16,20,Jingle Bells,Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins,21,16,21
2025-12-16,21,Run Rudolph Run,Chuck Berry,29,10,22
2025-12-16,22,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,30,12,24
2025-12-16,23,Deck The Halls,Nat King Cole,20,16,29
2025-12-16,24,Mutt,Leon Thomas,45,6,20
2025-12-16,25,Choosin' Texas,Ella Langley,8,11,27
2025-12-16,26,Back To Friends,sombr,37,10,23
2025-12-16,27,Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,15,20,30
2025-12-16,28,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,27,21,32
2025-12-16,29,Blue Christmas,Elvis Presley,19,18,31
2025-12-16,30,Folded,Kehlani,26,7,26
2025-12-16,31,Opalite,Taylor Swift,10,2,25
2025-12-16,32,Like It's Christmas,Jonas Brothers,11,32,35
2025-12-16,33,Wonderful Christmastime,Paul McCartney,18,26,33
2025-12-16,34,Please Come Home For Christmas,Eagles,19,18,34
2025-12-16,35,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,31,16,37
2025-12-16,36,Daisies,Justin Bieber,22,2,28
2025-12-16,37,Christmastime Is Here,Vince Guaraldi Trio,9,31,38
2025-12-16,38,Holly Jolly Christmas,Michael Buble,3,36,36
2025-12-16,39,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,15,31,41
2025-12-16,40,"Santa, Can't You Hear Me",Kelly Clarkson & Ariana Grande,6,40,40
2025-12-16,41,Little Saint Nick,The Beach Boys,13,25,39
2025-12-16,42,(There's No Place Like) Home For The Holidays (1959),Perry Como With Mitchell Ayers And His Orchestra,14,22,0
2025-12-16,43,Mistletoe,Justin Bieber,16,11,44
2025-12-16,44,Merry Christmas,Ed Sheeran & Elton John,10,38,43
2025-12-16,45,This Christmas,Donny Hathaway,8,34,50
2025-12-16,46,Happy Holiday / The Holiday Season,Andy Williams,22,18,0
2025-12-16,47,Santa Claus Is Comin' To Town,Jackson 5,13,30,46
2025-12-16,48,Baby It's Cold Outside,Dean Martin,4,36,48
2025-12-16,49,Winter Wonderland,Darlene Love,3,48,49
2025-12-16,50,Linus And Lucy (Peanuts Theme),Vince Guaraldi Trio,3,37,0
